date,P,T,ET,ONI,Q_obs
2013-06-15,3.05,17.29,2.58,0.59,2.95
2013-06-16,4.55,17.54,2.0,0.59,4.39
2013-06-17,3.03,16.96,2.74,0.59,4.48
2013-06-18,4.64,15.18,2.58,0.59,3.8
2013-06-19,3.59,16.64,3.34,0.59,3.44
2013-06-20,3.09,18.15,2.29,0.59,3.68
2013-06-21,11.24,17.03,2.95,0.59,6.9
2013-06-22,5.33,16.86,3.02,0.59,5.45
2013-06-23,4.15,16.11,2.72,0.59,3.86
2013-06-24,3.25,16.47,2.17,0.59,3.09
2013-06-25,3.01,18.87,2.5,0.59,3.3
2013-06-26,3.11,15.78,2.51,0.59,3.89
2013-06-27,3.03,17.98,2.83,0.59,3.01
2013-06-28,5.14,17.15,2.45,0.59,4.63
2013-06-29,3.54,17.36,3.22,0.59,3.84
2013-06-30,4.3,16.15,2.36,0.59,3.49
2013-07-01,4.99,16.58,1.83,0.48,4.33
2013-07-02,6.98,16.97,2.56,0.48,5.65
2013-07-03,3.43,16.32,2.74,0.48,4.11
2013-07-04,15.04,17.31,2.83,0.48,9.2
2013-07-05,3.1,17.43,2.85,0.48,4.0
2013-07-06,3.09,19.46,3.62,0.48,3.53
2013-07-07,4.07,17.15,2.23,0.48,4.79
2013-07-08,3.24,14.49,2.1,0.48,4.3
2013-07-09,6.61,18.15,3.44,0.48,5.15
2013-07-10,3.03,16.48,1.78,0.48,4.27
2013-07-11,3.25,19.11,2.94,0.48,3.61
2013-07-12,3.39,18.42,3.36,0.48,3.96
2013-07-13,4.32,16.02,2.99,0.48,4.47
2013-07-14,3.85,17.46,2.98,0.48,5.18
2013-07-15,3.03,15.85,2.75,0.48,3.45
2013-07-16,3.98,16.53,2.16,0.48,4.11
2013-07-17,4.83,17.31,3.25,0.48,4.01
2013-07-18,5.4,17.8,2.29,0.48,4.34
2013-07-19,4.53,17.5,2.27,0.48,4.25
2013-07-20,2.98,16.48,2.73,0.48,3.94
2013-07-21,2.95,19.34,2.8,0.48,3.89
2013-07-22,2.94,15.89,2.57,0.48,3.67
2013-07-23,3.02,14.36,2.43,0.48,3.4
2013-07-24,6.41,14.56,3.0,0.48,4.8
2013-07-25,3.28,17.99,2.97,0.48,3.12
2013-07-26,4.18,16.1,2.27,0.48,3.88
2013-07-27,4.77,16.35,2.82,0.48,3.67
2013-07-28,7.18,15.47,2.09,0.48,6.39
2013-07-29,3.11,15.54,2.8,0.48,4.55
2013-07-30,2.89,15.11,2.39,0.48,2.61
2013-07-31,4.29,16.58,2.75,0.48,4.28
2013-08-01,2.87,15.87,1.77,0.41,3.82
2013-08-02,3.17,16.47,1.67,0.41,3.93
2013-08-03,5.86,16.32,1.95,0.41,4.79
2013-08-04,3.12,15.37,3.1,0.41,4.0
2013-08-05,3.22,14.09,1.75,0.41,4.04
2013-08-06,3.41,13.96,2.49,0.41,4.24
2013-08-07,3.68,19.41,2.75,0.41,3.4
2013-08-08,3.16,17.52,2.63,0.41,2.82
2013-08-09,3.04,17.32,2.68,0.41,3.62
2013-08-10,4.25,14.86,2.99,0.41,3.42
2013-08-11,6.22,15.65,2.68,0.41,5.49
2013-08-12,2.98,14.63,2.45,0.41,2.41
2013-08-13,2.84,14.0,2.72,0.41,3.06
2013-08-14,3.27,14.83,2.07,0.41,3.32
2013-08-15,5.76,17.1,3.09,0.41,4.44
2013-08-16,5.53,16.48,2.93,0.41,4.71
2013-08-17,3.5,14.28,2.6,0.41,3.89
2013-08-18,10.57,15.03,2.29,0.41,7.63
2013-08-19,8.79,16.27,2.37,0.41,7.01
2013-08-20,4.44,14.66,1.95,0.41,4.63
2013-08-21,4.19,15.4,2.09,0.41,5.62
2013-08-22,4.19,15.76,2.1,0.41,5.25
2013-08-23,2.76,15.71,2.6,0.41,3.55
2013-08-24,4.04,15.52,2.34,0.41,4.28
2013-08-25,2.78,14.4,2.43,0.41,3.51
2013-08-26,3.09,14.49,2.47,0.41,3.95
2013-08-27,3.18,13.76,1.74,0.41,3.47
2013-08-28,5.13,13.21,1.65,0.41,4.54
2013-08-29,2.48,14.92,2.25,0.41,2.41
2013-08-30,6.46,16.01,2.19,0.41,5.25
2013-08-31,7.93,13.34,1.75,0.41,6.92
2013-09-01,2.89,15.3,3.07,0.74,3.54
2013-09-02,3.97,15.88,1.87,0.74,4.3
2013-09-03,2.6,12.71,2.82,0.74,3.61
2013-09-04,4.3,14.56,2.4,0.74,3.8
2013-09-05,5.39,16.83,3.02,0.74,4.68
2013-09-06,2.53,15.49,2.77,0.74,3.84
2013-09-07,3.55,12.55,2.23,0.74,4.09
2013-09-08,8.01,15.56,3.1,0.74,6.31
2013-09-09,7.17,13.85,1.74,0.74,6.5
2013-09-10,2.32,15.55,2.37,0.74,3.87
2013-09-11,2.54,13.86,1.84,0.74,3.34
2013-09-12,4.03,14.6,1.61,0.74,4.22
2013-09-13,2.68,13.99,1.93,0.74,4.65
2013-09-14,2.36,14.62,3.04,0.74,3.38
2013-09-15,2.57,13.91,2.12,0.74,3.55
2013-09-16,4.59,14.3,3.04,0.74,3.71
2013-09-17,2.99,13.13,2.9,0.74,3.37
2013-09-18,2.26,15.11,3.56,0.74,3.22
2013-09-19,2.43,14.71,3.07,0.74,2.98
2013-09-20,2.23,12.53,2.92,0.74,2.58
2013-09-21,2.54,15.64,2.58,0.74,2.86
2013-09-22,2.23,14.22,2.32,0.74,3.46
2013-09-23,3.25,14.6,2.41,0.74,3.61
2013-09-24,4.23,15.3,2.4,0.74,3.99
2013-09-25,2.76,14.76,2.37,0.74,3.27
2013-09-26,2.05,15.75,2.76,0.74,2.0
2013-09-27,4.51,13.98,2.01,0.74,4.0
2013-09-28,6.64,15.55,1.88,0.74,5.48
2013-09-29,5.23,14.44,2.41,0.74,4.14
2013-09-30,2.31,14.88,2.06,0.74,3.52
2013-10-01,6.18,14.74,2.08,0.4,5.23
2013-10-02,4.59,15.73,2.4,0.4,4.58
2013-10-03,7.01,15.09,2.21,0.4,5.49
2013-10-04,1.88,13.68,2.6,0.4,3.34
2013-10-05,2.0,13.42,2.05,0.4,2.28
2013-10-06,1.86,14.12,2.68,0.4,2.74
2013-10-07,1.91,13.25,2.17,0.4,3.15
2013-10-08,3.31,12.89,2.0,0.4,3.62
2013-10-09,1.83,11.58,1.9,0.4,3.29
2013-10-10,1.8,12.27,1.42,0.4,2.71
2013-10-11,23.09,16.5,2.71,0.4,12.87
2013-10-12,4.14,13.32,2.44,0.4,3.55
2013-10-13,7.13,16.38,2.95,0.4,5.6
2013-10-14,1.71,14.57,1.74,0.4,3.66
2013-10-15,11.13,14.01,1.59,0.4,8.48
2013-10-16,2.64,12.26,1.72,0.4,3.35
2013-10-17,1.67,14.06,2.76,0.4,3.83
2013-10-18,4.22,16.32,2.64,0.4,3.95
2013-10-19,1.71,15.91,2.18,0.4,3.22
2013-10-20,1.76,14.36,1.67,0.4,3.05
2013-10-21,2.83,12.65,1.72,0.4,3.99
2013-10-22,3.4,12.87,1.73,0.4,4.08
2013-10-23,2.81,12.99,2.42,0.4,3.88
2013-10-24,1.64,15.55,2.84,0.4,3.72
2013-10-25,4.56,15.97,2.08,0.4,4.56
2013-10-26,9.31,14.24,2.54,0.4,6.37
2013-10-27,10.15,13.64,2.41,0.4,7.54
2013-10-28,1.48,15.86,2.01,0.4,4.23
2013-10-29,1.52,12.83,1.99,0.4,3.5
2013-10-30,1.95,14.06,2.35,0.4,3.68
2013-10-31,4.94,14.56,2.35,0.4,3.83
2013-11-01,1.51,12.97,1.36,0.3,3.38
2013-11-02,1.73,13.24,2.14,0.3,2.88
2013-11-03,1.7,13.15,2.33,0.3,2.53
2013-11-04,4.39,15.71,3.09,0.3,3.96
2013-11-05,1.45,16.31,2.28,0.3,2.73
2013-11-06,3.18,14.15,2.0,0.3,3.23
2013-11-07,2.12,13.69,2.07,0.3,3.05
2013-11-08,1.44,13.3,2.21,0.3,2.43
2013-11-09,12.8,14.03,2.24,0.3,8.61
2013-11-10,1.81,13.37,2.35,0.3,3.04
2013-11-11,8.01,13.92,1.74,0.3,6.37
2013-11-12,9.24,14.54,2.44,0.3,7.29
2013-11-13,1.32,13.57,1.84,0.3,3.35
2013-11-14,1.73,13.83,2.12,0.3,3.11
2013-11-15,7.11,13.85,2.86,0.3,4.55
2013-11-16,1.53,13.7,1.6,0.3,3.41
2013-11-17,1.23,13.56,2.02,0.3,2.35
2013-11-18,1.25,15.01,1.84,0.3,2.72
2013-11-19,1.22,11.98,1.96,0.3,2.82
2013-11-20,1.21,16.01,2.92,0.3,3.08
2013-11-21,1.64,14.29,2.31,0.3,3.49
2013-11-22,1.31,14.88,2.28,0.3,1.87
2013-11-23,2.94,15.03,2.89,0.3,2.27
2013-11-24,3.47,13.32,2.23,0.3,3.5
2013-11-25,2.08,13.09,2.39,0.3,2.7
2013-11-26,1.14,12.96,2.33,0.3,1.47
2013-11-27,1.16,13.92,1.04,0.3,2.31
2013-11-28,2.87,15.07,2.33,0.3,3.11
2013-11-29,1.86,13.55,1.7,0.3,1.82
2013-11-30,2.06,14.99,2.02,0.3,1.92
2013-12-01,14.76,11.44,2.41,0.58,8.13
2013-12-02,2.07,13.84,2.03,0.58,2.68
2013-12-03,1.08,15.72,3.21,0.58,2.56
2013-12-04,1.48,14.13,1.66,0.58,2.28
2013-12-05,1.07,13.36,1.67,0.58,2.21
2013-12-06,1.06,13.59,2.44,0.58,3.11
2013-12-07,1.07,10.76,1.58,0.58,1.57
2013-12-08,10.47,13.2,2.2,0.58,6.09
2013-12-09,2.64,15.71,2.41,0.58,3.15
2013-12-10,1.05,13.76,2.11,0.58,2.58
2013-12-11,1.07,13.93,2.07,0.58,2.22
2013-12-12,1.78,11.71,1.93,0.58,3.22
2013-12-13,4.72,12.57,2.24,0.58,3.79
2013-12-14,5.78,15.98,3.14,0.58,2.99
2013-12-15,5.83,15.32,2.32,0.58,4.33
2013-12-16,1.21,13.04,1.9,0.58,1.94
2013-12-17,1.24,13.87,1.97,0.58,2.84
2013-12-18,1.5,14.62,2.88,0.58,2.46
2013-12-19,7.02,13.24,2.36,0.58,3.93
2013-12-20,2.08,12.3,1.19,0.58,3.42
2013-12-21,5.12,14.54,1.5,0.58,4.59
2013-12-22,1.04,15.44,2.08,0.58,1.91
2013-12-23,3.01,15.49,2.52,0.58,2.8
2013-12-24,2.42,15.86,2.47,0.58,3.25
2013-12-25,1.04,12.97,2.25,0.58,0.95
2013-12-26,1.42,14.94,2.27,0.58,2.22
2013-12-27,1.5,14.57,2.84,0.58,2.38
2013-12-28,1.91,14.82,2.63,0.58,1.97
2013-12-29,2.97,14.7,2.34,0.58,2.88
2013-12-30,1.47,14.19,2.69,0.58,1.79
2013-12-31,2.47,11.39,1.15,0.58,2.14
2014-01-01,1.43,16.44,2.53,0.53,1.29
2014-01-02,2.81,15.47,2.48,0.53,2.69
2014-01-03,1.77,13.32,2.34,0.53,1.54
2014-01-04,6.01,15.7,1.77,0.53,3.28
2014-01-05,2.03,14.63,2.19,0.53,2.16
2014-01-06,1.0,14.69,2.46,0.53,1.35
2014-01-07,1.83,14.31,2.44,0.53,1.25
2014-01-08,1.34,15.9,2.96,0.53,1.54
2014-01-09,9.21,14.33,2.55,0.53,5.74
2014-01-10,1.18,14.01,2.18,0.53,1.74
2014-01-11,2.24,16.72,2.88,0.53,1.48
2014-01-12,1.8,15.18,2.3,0.53,2.14
2014-01-13,1.11,15.25,2.45,0.53,2.06
2014-01-14,3.78,16.29,2.86,0.53,3.74
2014-01-15,1.06,14.69,2.29,0.53,2.23
2014-01-16,3.25,14.96,2.49,0.53,1.93
2014-01-17,1.07,15.92,2.87,0.53,1.89
2014-01-18,2.16,13.74,2.45,0.53,1.99
2014-01-19,6.88,15.89,2.98,0.53,3.46
2014-01-20,2.1,14.75,3.24,0.53,1.9
2014-01-21,2.99,16.72,2.89,0.53,3.2
2014-01-22,1.45,16.38,2.37,0.53,2.2
2014-01-23,2.72,16.26,2.74,0.53,1.58
2014-01-24,1.12,13.87,2.37,0.53,1.43
2014-01-25,6.3,15.7,2.7,0.53,4.05
2014-01-26,3.03,14.45,2.87,0.53,1.41
2014-01-27,1.22,15.85,1.8,0.53,0.8
2014-01-28,1.17,13.15,2.68,0.53,1.52
2014-01-29,9.48,14.12,2.96,0.53,5.41
2014-01-30,2.44,17.43,2.94,0.53,1.18
2014-01-31,1.19,16.48,2.81,0.53,1.78
2014-02-01,1.61,15.64,2.35,0.46,2.29
2014-02-02,1.19,15.01,2.35,0.46,1.38
2014-02-03,1.47,14.84,2.6,0.46,1.54
2014-02-04,1.21,16.41,2.82,0.46,1.66
2014-02-05,7.07,15.79,2.76,0.46,4.37
2014-02-06,3.31,18.1,3.07,0.46,1.53
2014-02-07,1.67,16.05,2.87,0.46,1.14
2014-02-08,3.45,16.38,2.87,0.46,2.24
2014-02-09,1.26,14.68,1.89,0.46,1.17
2014-02-10,10.76,15.94,2.82,0.46,6.8
2014-02-11,1.29,16.62,3.34,0.46,2.0
2014-02-12,2.11,16.0,2.49,0.46,1.5
2014-02-13,1.31,15.89,3.08,0.46,1.48
2014-02-14,4.21,16.9,2.27,0.46,3.62
2014-02-15,2.96,18.36,2.84,0.46,2.02
2014-02-16,1.74,16.75,2.36,0.46,2.27
2014-02-17,2.14,17.98,3.35,0.46,2.45
2014-02-18,2.61,17.39,3.36,0.46,2.55
2014-02-19,2.63,17.98,2.76,0.46,2.17
2014-02-20,5.65,15.98,2.96,0.46,4.15
2014-02-21,10.4,16.49,3.23,0.46,5.66
2014-02-22,2.22,16.53,2.57,0.46,3.51
2014-02-23,5.98,17.46,2.77,0.46,4.17
2014-02-24,3.75,17.79,3.06,0.46,3.54
2014-02-25,3.54,17.02,2.32,0.46,2.87
2014-02-26,1.67,17.95,2.84,0.46,2.25
2014-02-27,6.55,16.25,3.39,0.46,4.5
2014-02-28,1.59,18.02,2.6,0.46,1.6
2014-03-01,4.0,18.21,3.17,0.39,2.59
2014-03-02,2.17,17.83,2.98,0.39,2.1
2014-03-03,2.26,17.21,2.62,0.39,2.85
2014-03-04,1.59,17.93,2.88,0.39,0.93
2014-03-05,4.08,16.03,3.21,0.39,2.78
2014-03-06,2.61,17.37,2.93,0.39,2.96
2014-03-07,3.74,17.52,3.01,0.39,2.22
2014-03-08,13.92,15.59,3.08,0.39,8.59
2014-03-09,23.99,17.79,2.65,0.39,12.98
2014-03-10,9.63,15.75,2.04,0.39,6.73
2014-03-11,3.26,16.76,3.32,0.39,3.78
2014-03-12,7.16,17.34,2.76,0.39,6.84
2014-03-13,2.31,16.45,2.92,0.39,3.19
2014-03-14,2.5,17.45,2.41,0.39,2.77
2014-03-15,1.86,17.45,2.87,0.39,2.43
2014-03-16,1.79,16.41,2.12,0.39,3.64
2014-03-17,1.91,18.1,2.84,0.39,2.29
2014-03-18,5.4,16.53,2.32,0.39,5.37
2014-03-19,3.29,20.22,2.78,0.39,3.67
2014-03-20,2.22,17.36,2.58,0.39,3.1
2014-03-21,3.06,16.11,1.6,0.39,3.86
2014-03-22,2.09,16.36,2.09,0.39,2.68
2014-03-23,2.79,18.94,3.25,0.39,3.15
2014-03-24,6.84,17.09,2.8,0.39,4.58
2014-03-25,3.18,15.97,2.07,0.39,4.29
2014-03-26,5.61,18.65,3.12,0.39,4.04
2014-03-27,10.43,17.14,2.32,0.39,7.46
2014-03-28,3.05,18.45,3.16,0.39,3.02
2014-03-29,3.03,18.8,2.87,0.39,3.27
2014-03-30,2.16,18.03,2.67,0.39,2.92
2014-03-31,5.96,20.59,3.15,0.39,6.31
2014-04-01,2.44,15.67,3.47,0.42,3.01
2014-04-02,2.16,16.77,2.31,0.42,2.68
2014-04-03,2.89,17.46,2.81,0.42,3.04
2014-04-04,2.71,20.5,3.49,0.42,2.2
2014-04-05,2.39,19.96,2.71,0.42,2.85
2014-04-06,2.17,19.36,2.37,0.42,3.77
2014-04-07,5.69,16.88,2.39,0.42,4.72
2014-04-08,4.71,17.03,2.96,0.42,4.44
2014-04-09,5.89,16.86,2.49,0.42,4.26
2014-04-10,3.15,16.93,2.55,0.42,3.3
2014-04-11,2.58,19.67,3.41,0.42,2.97
2014-04-12,2.68,17.6,2.42,0.42,2.74
2014-04-13,2.3,17.77,2.73,0.42,2.99
2014-04-14,8.29,18.84,2.32,0.42,6.16
2014-04-15,3.07,15.93,2.62,0.42,3.59
2014-04-16,2.39,17.99,2.89,0.42,2.8
2014-04-17,2.53,16.62,2.91,0.42,3.42
2014-04-18,2.35,17.59,2.28,0.42,2.77
2014-04-19,2.61,17.25,2.61,0.42,2.72
2014-04-20,2.59,17.2,2.17,0.42,3.67
2014-04-21,2.83,18.24,2.74,0.42,2.34
2014-04-22,8.75,18.24,3.43,0.42,4.81
2014-04-23,4.66,17.72,2.63,0.42,3.55
2014-04-24,2.55,18.43,2.32,0.42,3.22
2014-04-25,2.77,16.95,2.37,0.42,3.73
2014-04-26,6.94,18.81,2.28,0.42,4.84
2014-04-27,3.77,17.75,2.24,0.42,4.61
2014-04-28,4.53,17.42,2.98,0.42,3.92
2014-04-29,2.67,17.04,2.08,0.42,3.16
2014-04-30,15.96,17.71,2.88,0.42,9.22
2014-05-01,3.24,20.24,3.15,0.69,4.57
2014-05-02,2.58,17.92,2.58,0.69,3.29
2014-05-03,2.77,16.63,2.68,0.69,2.7
2014-05-04,3.74,19.1,2.59,0.69,5.03
2014-05-05,2.61,17.43,3.05,0.69,3.33
2014-05-06,2.75,18.33,2.57,0.69,3.65
2014-05-07,5.58,17.26,2.53,0.69,5.4
2014-05-08,3.26,19.52,2.83,0.69,3.75
2014-05-09,7.8,17.27,2.97,0.69,6.03
2014-05-10,2.85,19.65,3.27,0.69,3.26
2014-05-11,2.85,16.71,1.56,0.69,3.95
2014-05-12,2.73,17.61,2.84,0.69,3.17
2014-05-13,3.41,19.64,2.35,0.69,3.57
2014-05-14,2.74,18.15,2.69,0.69,3.22
2014-05-15,10.01,20.67,3.16,0.69,6.27
2014-05-16,4.84,17.61,2.6,0.69,4.6
2014-05-17,3.47,18.24,3.04,0.69,3.86
2014-05-18,2.84,20.2,3.42,0.69,3.59
2014-05-19,4.14,16.09,2.2,0.69,4.35
2014-05-20,6.29,15.93,2.17,0.69,6.08
2014-05-21,3.22,16.93,2.63,0.69,4.11
2014-05-22,3.13,18.85,2.31,0.69,3.47
2014-05-23,5.53,15.93,2.3,0.69,4.92
2014-05-24,3.56,18.57,3.42,0.69,4.25
2014-05-25,2.98,18.47,2.27,0.69,3.03
2014-05-26,3.34,20.24,3.0,0.69,4.47
2014-05-27,2.87,19.06,2.72,0.69,2.88
2014-05-28,2.91,18.23,3.64,0.69,3.47
2014-05-29,5.78,19.41,2.8,0.69,4.54
2014-05-30,3.25,18.41,2.67,0.69,3.39
2014-05-31,2.9,17.19,2.27,0.69,2.67
2014-06-01,8.94,16.35,2.56,0.92,6.39
2014-06-02,4.26,17.03,2.76,0.92,3.3
2014-06-03,2.94,17.64,2.39,0.92,2.7
2014-06-04,3.37,17.88,3.18,0.92,3.98
2014-06-05,3.71,15.09,2.47,0.92,4.57
2014-06-06,8.36,17.37,3.05,0.92,5.33
2014-06-07,7.87,17.65,2.62,0.92,6.18
2014-06-08,5.57,18.25,2.93,0.92,5.09
2014-06-09,12.17,19.52,2.94,0.92,7.7
2014-06-10,4.72,17.77,3.35,0.92,5.19
2014-06-11,7.86,16.44,2.61,0.92,6.03
2014-06-12,7.06,15.32,2.4,0.92,6.17
2014-06-13,5.36,18.31,2.66,0.92,4.54
2014-06-14,12.35,16.42,2.36,0.92,7.84
2014-06-15,4.33,18.48,2.97,0.92,5.5
2014-06-16,3.1,19.09,3.29,0.92,4.52
2014-06-17,3.25,15.53,2.16,0.92,4.41
2014-06-18,6.59,18.03,2.85,0.92,6.74
2014-06-19,3.18,18.89,3.01,0.92,5.19
2014-06-20,8.06,18.53,3.02,0.92,6.61
2014-06-21,3.04,14.77,1.63,0.92,3.79
2014-06-22,3.26,16.23,2.17,0.92,4.38
2014-06-23,3.39,15.69,1.91,0.92,4.09
2014-06-24,3.04,17.83,2.79,0.92,4.14
2014-06-25,3.82,17.67,2.39,0.92,4.0
2014-06-26,3.87,13.91,1.99,0.92,3.95
2014-06-27,3.28,16.76,2.14,0.92,3.09
2014-06-28,11.63,18.05,2.65,0.92,7.96
2014-06-29,3.04,17.24,2.24,0.92,3.15
2014-06-30,3.02,17.21,2.98,0.92,3.89
2014-07-01,4.06,16.56,2.78,0.93,4.84
2014-07-02,4.95,15.7,2.52,0.93,4.56
2014-07-03,12.73,16.92,2.52,0.93,7.94
2014-07-04,5.1,16.97,1.83,0.93,5.42
2014-07-05,6.53,17.62,2.56,0.93,5.53
2014-07-06,5.33,17.69,2.45,0.93,5.57
2014-07-07,5.98,16.92,2.74,0.93,5.19
2014-07-08,3.02,18.1,3.06,0.93,4.26
2014-07-09,12.05,16.31,2.68,0.93,8.26
2014-07-10,4.09,14.99,2.85,0.93,5.01
2014-07-11,3.47,17.26,2.46,0.93,5.58
2014-07-12,3.18,16.81,2.38,0.93,4.68
2014-07-13,2.98,17.22,3.1,0.93,4.5
2014-07-14,4.26,15.08,2.43,0.93,4.58
2014-07-15,4.8,18.71,2.81,0.93,5.14
2014-07-16,3.65,17.38,3.45,0.93,4.21
2014-07-17,2.96,16.15,2.75,0.93,4.13
2014-07-18,2.95,15.34,2.32,0.93,4.46
2014-07-19,4.91,17.72,2.48,0.93,4.68
2014-07-20,12.24,15.07,2.89,0.93,7.99
2014-07-21,4.24,19.07,3.04,0.93,4.52
2014-07-22,4.22,15.59,2.45,0.93,4.6
2014-07-23,3.66,18.36,3.12,0.93,4.5
2014-07-24,3.64,16.04,2.86,0.93,4.22
2014-07-25,5.05,18.12,3.04,0.93,5.7
2014-07-26,6.03,15.31,2.75,0.93,6.8
2014-07-27,5.41,16.18,2.71,0.93,4.94
2014-07-28,3.17,17.09,2.88,0.93,4.32
2014-07-29,12.17,16.88,2.34,0.93,8.85
2014-07-30,3.76,17.37,3.43,0.93,4.39
2014-07-31,3.53,15.43,1.92,0.93,4.19
2014-08-01,3.18,16.08,2.64,1.2,5.14
2014-08-02,6.41,17.45,2.18,1.2,6.04
2014-08-03,4.93,15.07,2.32,1.2,5.25
2014-08-04,4.67,16.57,2.36,1.2,5.69
2014-08-05,15.07,15.58,2.49,1.2,9.81
2014-08-06,5.43,16.06,2.65,1.2,5.57
2014-08-07,3.0,15.88,2.1,1.2,4.17
2014-08-08,3.49,14.8,2.31,1.2,4.5
2014-08-09,3.29,15.4,2.97,1.2,5.06
2014-08-10,4.26,15.85,1.95,1.2,5.36
2014-08-11,6.49,15.52,2.09,1.2,5.83
2014-08-12,5.07,17.49,3.07,1.2,6.04
2014-08-13,4.76,16.78,2.65,1.2,5.02
2014-08-14,13.5,15.89,2.54,1.2,9.38
2014-08-15,4.31,14.59,2.7,1.2,5.29
2014-08-16,3.22,14.48,1.95,1.2,5.79
2014-08-17,2.7,17.81,2.56,1.2,4.78
2014-08-18,2.64,14.19,1.97,1.2,4.42
2014-08-19,2.63,15.51,2.29,1.2,4.15
2014-08-20,5.08,15.77,3.0,1.2,5.05
2014-08-21,5.02,14.94,1.66,1.2,4.95
2014-08-22,11.29,14.07,1.73,1.2,7.34
2014-08-23,2.65,14.3,1.7,1.2,4.69
2014-08-24,3.62,14.56,2.84,1.2,4.36
2014-08-25,10.91,14.33,2.0,1.2,7.62
2014-08-26,2.92,16.74,2.48,1.2,4.51
2014-08-27,2.58,15.11,1.72,1.2,4.51
2014-08-28,2.58,14.46,2.16,1.2,4.3
2014-08-29,4.82,15.19,2.72,1.2,5.92
2014-08-30,3.03,15.83,2.58,1.2,4.63
2014-08-31,6.38,14.58,2.24,1.2,6.8
2014-09-01,3.64,16.05,1.88,1.28,4.45
2014-09-02,3.47,13.41,1.98,1.28,4.92
2014-09-03,7.75,16.32,2.61,1.28,5.98
2014-09-04,3.02,14.87,1.93,1.28,4.12
2014-09-05,3.45,14.79,2.58,1.28,5.46
2014-09-06,4.28,13.99,2.55,1.28,4.3
2014-09-07,2.53,13.32,1.89,1.28,2.94
2014-09-08,2.8,12.77,2.31,1.28,3.65
2014-09-09,2.48,13.83,2.13,1.28,2.83
2014-09-10,3.45,15.42,2.87,1.28,3.54
2014-09-11,2.35,13.54,2.94,1.28,3.05
2014-09-12,3.39,12.81,1.58,1.28,4.14
2014-09-13,3.23,13.55,2.44,1.28,2.82
2014-09-14,2.69,14.15,2.74,1.28,4.1
2014-09-15,2.23,14.17,1.84,1.28,2.49
2014-09-16,2.33,14.41,2.03,1.28,3.3
2014-09-17,2.3,15.78,2.23,1.28,3.08
2014-09-18,2.33,16.02,2.45,1.28,3.56
2014-09-19,7.86,16.9,2.49,1.28,5.59
2014-09-20,2.84,12.52,1.9,1.28,4.15
2014-09-21,12.32,13.42,2.45,1.28,7.24
2014-09-22,2.1,15.27,1.63,1.28,3.33
2014-09-23,2.11,13.86,1.79,1.28,3.66
2014-09-24,2.45,15.42,2.68,1.28,3.85
2014-09-25,4.26,14.62,2.51,1.28,4.48
2014-09-26,2.49,16.24,2.11,1.28,3.56
2014-09-27,2.99,15.58,2.66,1.28,3.55
2014-09-28,3.07,15.58,2.97,1.28,3.34
2014-09-29,1.99,13.8,2.15,1.28,3.23
2014-09-30,1.96,14.16,1.82,1.28,4.03
2014-10-01,2.9,13.89,2.53,1.5,3.04
2014-10-02,1.94,12.43,2.65,1.5,2.53
2014-10-03,3.28,15.99,2.14,1.5,3.06
2014-10-04,2.07,15.1,2.38,1.5,2.92
2014-10-05,1.89,13.78,2.6,1.5,1.48
2014-10-06,1.88,15.74,2.51,1.5,2.42
2014-10-07,2.29,13.41,1.41,1.5,3.25
2014-10-08,4.26,11.95,2.07,1.5,3.19
2014-10-09,6.7,15.35,2.01,1.5,4.58
2014-10-10,1.88,12.59,1.48,1.5,3.82
2014-10-11,2.04,13.88,1.49,1.5,2.94
2014-10-12,3.04,14.35,2.73,1.5,1.77
2014-10-13,1.98,14.56,1.95,1.5,1.88
2014-10-14,1.74,15.1,2.5,1.5,2.2
2014-10-15,1.89,14.77,2.55,1.5,1.91
2014-10-16,2.07,14.72,2.37,1.5,2.41
2014-10-17,5.26,13.11,2.18,1.5,3.5
2014-10-18,8.73,14.4,2.41,1.5,5.66
2014-10-19,2.13,12.23,1.99,1.5,2.14
2014-10-20,2.23,15.91,2.18,1.5,2.54
2014-10-21,6.36,12.35,1.61,1.5,4.49
2014-10-22,5.7,13.61,2.1,1.5,4.31
2014-10-23,4.48,12.44,1.91,1.5,3.84
2014-10-24,9.91,13.14,2.24,1.5,4.73
2014-10-25,1.8,14.03,2.64,1.5,2.84
2014-10-26,1.8,13.37,2.24,1.5,2.72
2014-10-27,3.97,15.38,2.08,1.5,4.06
2014-10-28,3.48,14.27,1.37,1.5,3.95
2014-10-29,2.27,13.45,1.81,1.5,3.13
2014-10-30,6.3,13.84,1.64,1.5,4.79
2014-10-31,12.82,15.46,2.13,1.5,7.95
2014-11-01,5.1,15.09,2.46,1.24,5.08
2014-11-02,3.73,12.63,2.03,1.24,4.18
2014-11-03,4.87,13.19,2.82,1.24,5.42
2014-11-04,3.62,14.58,2.48,1.24,3.58
2014-11-05,1.5,14.43,3.03,1.24,2.26
2014-11-06,3.18,12.75,2.3,1.24,3.6
2014-11-07,1.47,14.91,2.77,1.24,2.55
2014-11-08,1.99,12.95,1.9,1.24,1.81
2014-11-09,2.66,15.59,2.01,1.24,2.91
2014-11-10,2.12,14.67,2.12,1.24,3.11
2014-11-11,1.59,12.68,2.0,1.24,2.65
2014-11-12,9.54,13.41,1.86,1.24,5.65
2014-11-13,2.87,13.4,1.71,1.24,3.46
